userName,score,at,content
Prayogi Perdana,5,2024-05-13 02:59:25,good
firmand3 pr1bad1,4,2024-05-12 23:22:01,baik
Irzad Saputra,1,2024-05-12 19:27:38,mantap
Ari Aji Purnomo,5,2024-05-12 19:01:46,Bismillah smoga ada rejeki di aplikasi ini Aamiinn
Nicoariswandi,5,2024-05-12 17:51:37,tolong tingkatkan kembali system nya.sampe sekarng hampir 50 lamaran kaga ada yang nyangkut satu pun binggung juga ga kaya yg punya trtangga sebelah
danu permana,1,2024-05-12 15:51:16,mati rodong
Maulana Ibrahim,4,2024-05-12 10:49:26,segini dulu ya
TAIGA&RENATA,5,2024-05-12 10:38:06,aplikasi nya sangat bagus untuk menghasilkan uang
Muhammad Rusdi,5,2024-05-12 02:53:29,good
Furqon Habibie,4,2024-05-11 20:08:20,tampilkan perusahaan bunafit
Mr. Habib Harjunot’s,5,2024-05-11 17:10:54,sukses selalu aplikasi ini saya dengan muda melamar kerja sekarang thank GLINTS
Dani Firmansyah,4,2024-05-11 16:40:42,baik
Matyono Efendi,5,2024-05-11 12:43:59,membantu informasi loker terbaru
Nur mahmud Yunus,5,2024-05-11 11:16:47,lumayan bagus
akay hendra,3,2024-05-11 10:33:14,bgus sxli 3 bintang dulu setelah keterima kerja lwt aplikasi ini tak tambahin 2 bintang lagi
Firman Nurzaman,4,2024-05-11 09:30:03,Not bad
Ajawildancoy,5,2024-05-11 05:11:31,memudahkan kita dalam memahami persyaratan kerja dan spesifikasi serta gaji nya juga dong
Iwan Maulana,5,2024-05-11 04:19:17,good people
Alosius Toislaka,1,2024-05-11 04:08:45,Aplikasi gak ada loker hoax gak ada nomor wa yg bisa di hubungi
JerryArmn _,2,2024-05-11 01:44:39,"Bagus tapi sayang , daerah kalimantan Lokernya sangat sedikit"
Lisiani Duha,5,2024-05-11 01:32:47,👍👍👍
Wafa Faijah,2,2024-05-11 00:48:24,"Saya pas mau daftarin nama instansi pendidikan, gada nama kampus saya:') padahal kampus negri di Indonesia:')"
hebit sahrono,5,2024-05-11 00:31:19,lebih permudah dan lebih akurat lagi ya
Yusman Z,1,2024-05-10 14:50:29,Banyak penipuan bagian lowongan design grafiss disini gak jelass nama perusahaannya parahh mereka sengaja dan nyari duit sytem klik akun dan viuw akun parahhh
Aris Prastyo,5,2024-05-10 13:25:17,mauyan
hermansyah apache,5,2024-05-10 11:48:50,"sementara belum goals buat dapet kerja,tapi semoga bermanfaat buat sobat semua"
Roy brandal patri Patri,5,2024-05-10 11:10:42,rekom bgt buat cari kerja sampingan
SOLO ANKER,5,2024-05-10 07:42:32,keren
narjon joen,5,2024-05-10 07:42:32,Sangat membantu para pencari kerja
Bagus Terate22,5,2024-05-10 07:19:45,mantap
Bibit,5,2024-05-10 07:08:33,enak pakai aplikasi ini.
Emma xz,5,2024-05-10 06:26:48,"baru mulai,semoga berhasil Aamiin"
Tiara Amelia puspita,5,2024-05-10 04:36:12,bagus bangett rec buat yang cari kerja let's go langsung download ajaa
ridwan one,3,2024-05-10 03:30:05,"sangat mudah melamar dengan aplikasi ini saya baru pertama kli pake sangat terbantu, tinggal menunggu hasilnya aja"
Diah Isdariyanti12,5,2024-05-10 02:51:52,glints sangat membantu sekali untuk mencari pekerjaan
Arisno Robi,5,2024-05-09 20:20:42,sangat cocok
Alfiyan Hmm,3,2024-05-09 19:35:41,"Tidak bisa upload cv, sedangkan file nya hanya 200 an kb"
Franciz War,3,2024-05-09 16:28:10,good
Dudi Wirawan,5,2024-05-09 15:06:35,good
Yuda Prawira,5,2024-05-09 14:45:01,bagus cepat
demong mong,5,2024-05-09 14:38:24,good
bang jun,4,2024-05-09 11:13:19,good
sahiru hiru,5,2024-05-09 09:55:07,mantap sangat membantu mencari pekerjaan
Reza Prk,1,2024-05-09 09:29:41,"lowongan di ig, dengan aplikasi beda"
Wildan Firdaus,5,2024-05-09 09:16:45,semoga bermanfaat
Gilang123 Fajar,4,2024-05-09 08:20:38,baik
Ita,5,2024-05-09 07:17:04,baik
rizki yudha,1,2024-05-09 04:53:06,baik
Najwa Zakiah,5,2024-05-09 04:24:22,menarik
Abdul Kodir,3,2024-05-09 03:59:47,baik.
Saefullah infinixjtb,5,2024-05-09 03:32:02,good
Nurus Solihin Dhofir,5,2024-05-09 01:54:52,bagus banget
Desi Sanggilang,5,2024-05-08 16:37:09,sangt baik
Luki Heriyanto,1,2024-05-08 12:57:32,oke
Citra Purna Rafa utama,5,2024-05-08 07:18:40,bagus
ahmadmaulana maulana,5,2024-05-08 03:11:44,sangat membantu
Hayu Mabar,5,2024-05-08 00:30:53,sangat membantu sekali
Pakar Solidworks,5,2024-05-07 23:41:21,"Saya baru tahu app ini, ternyata bisa lebih cepat untuk proses lamaran"
"FERDINAND SAHAT PARULIAN TOBING, S.A.P",5,2024-05-07 22:47:42,Lancar aplikasinya tapi belum ada panggilan kerja
Dimas Wardianto,5,2024-05-07 17:02:35,sepertinya membantu 😁
moch alsyavero,4,2024-05-07 13:07:46,membantu
Ineu Handayani,5,2024-05-07 13:03:49,bermanfaat untuk ibu rumah tangga yg mencari pekerjaan remote.
Nurfahira Ira,5,2024-05-07 12:34:29,semoga ke Bantu
Alinda Mooduto,5,2024-05-07 09:44:51,sangat bagusss
Betti Sari Purba,4,2024-05-07 09:14:28,this aplication is the best.🔥
hari gunawan,3,2024-05-07 08:15:16,Loker itu itu saja
Fitra Amalia,1,2024-05-07 07:18:05,loker sedikit
Dzaky maulana,5,2024-05-07 07:13:28,mantab
Muhamad Lutvi Arifianto,5,2024-05-07 06:46:59,good
Luis Martin,3,2024-05-07 03:00:06,Aplikasinya sebenarnya bagus tapi seharusnya bisa di update lagi untuk fitur filter pencarian kerja nya. Di profil sudah ada fitur preferensi tapi tetap tidak berpengaruh. Udh dipasang cari full time tapi yang muncul intern semua upah minimum yang sudah di sett juga ga ngaruh apa-apa. Filter pencarian kerja hanya ada opsi lokasi doang. Itu pun juga ga ngaruh cari jakarta muncul nya solo bali. apa lah ini fungsi filter nya
Muhammad Faqih Amrulloh,5,2024-05-07 02:49:29,good
Al Husyen,4,2024-05-07 02:35:19,bagus buat pelamar yg ingin kerja tapi masih lama dalam meresponnya
Syakiz M zaim,5,2024-05-07 01:43:06,baik
Berti Liuw,3,2024-05-06 23:58:49,"responship, up to date.. good luck"
Vhera Embacang,5,2024-05-06 17:02:05,oke
wuong angkruox,5,2024-05-06 13:55:28,Apk Yang sangat membantu dan Easy untuk dipakai
Slank Kiss,4,2024-05-06 12:36:22,sangat baik dan bagus mudah dimengerti
riyandi syahputra,4,2024-05-06 10:38:53,good job
firman aziz,4,2024-05-06 08:54:16,"Masih banyak loker penipuan, mohon untuk di filter lagi"
ryan sofyanur,3,2024-05-06 07:35:30,blm dpt loker bintang 3 dlu
Eoudia dias natasha,5,2024-05-06 06:35:56,bagus
Sanjaya Bachri,5,2024-05-06 05:04:47,mudah2an dapet pekerjaan di glints
Arif Sarifin,3,2024-05-06 04:08:43,kasih bintang 3 dulu karena blm dpt kerjaannya
Nurdin Ka,5,2024-05-05 16:34:46,mudah mudahan dapet kerja
Tubagus Hasuri Gunawan,1,2024-05-05 15:04:36,Pengalaman kerja sudah sesuai tapi selalu ditolak/tidak sesuai. Emang HRD mau cari yang kaya gimana kandidatnya ?? Orang dalam atau orang yang glowing? Susahnya nyari kerja di negeri sendiri ya ampun miris deh ah 😥😥
Abdul Malik,5,2024-05-05 12:21:11,abdulmaliknafar Driver.sim.B2.umum.propesional Ex driver lintas jawa&sumatra cukup berpengalaman ingin mencari kerja apa saja kaantor&pribadi.
Mujais muhdi Jais,5,2024-05-05 12:14:03,bagus
Nia setianingsih1,5,2024-05-05 12:01:37,Sangat membantu mencari pekerjaan
Ucu Nanang,4,2024-05-05 06:54:14,Saya kasih bintang 5 Klw dpt kerjaan
Reza Prabowo,5,2024-05-05 06:45:34,oke
Fira Afriliani12,5,2024-05-05 06:25:29,lebih mudah mencari pekerjaan
arief prasetyo,5,2024-05-05 02:54:29,good
Ulin Nuha,4,2024-05-05 02:40:27,Bagus sekali
Bahrul Ulum,5,2024-05-05 02:34:55,sangat membantu
Ruben hard,5,2024-05-05 02:05:16,nice
Ermansyah,5,2024-05-05 01:56:21,sangat membatu terimakasi
Lukman Patulloh,5,2024-05-05 01:53:30,untuk mencari bekerja bagus
Holis Cuk,5,2024-05-04 13:34:45,baik
den peci,5,2024-05-04 12:43:06,terbaik simple aplikasinya
Afrian Rizky,5,2024-05-04 09:36:44,mantap
Aditia Ariyanto,5,2024-05-04 09:33:39,baik
Ibnu Jamaluddin,5,2024-05-04 06:19:16,Salah satu aplikasi yang oke untuk para Pencaker
Heri Gunawan,5,2024-05-04 05:51:16,bagussss
Sedis Khofy,5,2024-05-04 03:16:38,belum menggunakan aplikasinya tapi semoga bermanfaat
Adi Rantoni,3,2024-05-04 02:53:52,cukup membantu..
Fadli Setiyawan,5,2024-05-03 20:52:45,okey
Riz Ky,5,2024-05-03 18:58:46,Bagus bgt
Catur wahyu setyawan,5,2024-05-03 18:31:26,good
arlin wahyudi,5,2024-05-03 14:21:47,bagus
Eko Setiawan,5,2024-05-03 14:10:18,membantu
Gunawan Chaerudin,5,2024-05-03 13:18:57,Alhamdulillaah..
Bagus Zulparnen,1,2024-05-03 11:49:06,"2x dpt loker penipuan, kl gini terus citra glints bakal jelek. smg lebih selektif lagi dalam menyaring loker."
Muhamad Toni,5,2024-05-03 09:36:50,ok
octo Misran,3,2024-05-03 08:25:06,bagus
Achmad Jainuri,5,2024-05-03 07:09:30,sangat membantu
Abdul Khaidir,5,2024-05-03 04:19:33,sangat baik dan mudah untuk melamar pekerjaan
sahrul rahman,5,2024-05-03 01:30:09,ok bgt
Panca Mahendra,5,2024-05-02 22:48:23,Aplikasi yg sangat membantu sekali guyss nyesell kalo ga download apk ini..
Muhammad Alif,5,2024-05-02 21:21:25,luar biasa
Rohmad Budi Prasetyo,5,2024-05-02 20:43:52,oke
Afifur Rohman,3,2024-05-02 18:40:15,Bagus. Cuma lokasi yang di cari kadang ga akurat
FIALFIAN ardiansyah,5,2024-05-02 14:04:42,mencoba dahulu
Silvia Eka Putri,5,2024-05-02 08:17:26,bagus
Aji Pangestu,5,2024-05-02 07:02:19,mantap
lena Safira,5,2024-05-02 06:54:46,ini sangat membantu
Taufik Saleh,5,2024-05-02 06:07:33,apk yg membantu
Resi Resyanti,5,2024-05-02 05:23:29,Sangat membantu
Hambali Fals,5,2024-05-02 03:59:03,sangattt bagus
Suswati Ningsih,1,2024-05-02 00:36:54,"Kecewa dengan pemasang iklan. Saya pengalaman finance Accounting Manager dan senior Consultant, dibilang kurang pengalaman untuk posisi sekelas spv... Kadang cara menolak pelamar kurang sopan dan tidak masuk akal ..."
Xtion Play,5,2024-05-01 22:24:45,"Pilihan pekerjaannya banyak, UI nya simpel"
Yudho Hadiyanto,5,2024-05-01 13:22:24,Cepat Merespon
Lenard Mingri Foni,5,2024-05-01 11:44:53,aplikasi glints sangat bagus
Eli Rahmadani,5,2024-05-01 06:32:27,masih mencoba
Fiyoh Fryoga,5,2024-04-30 19:19:59,muantebz
yanto wahyudi,4,2024-04-30 10:21:50,siip dah..
Imel Dafariska,5,2024-04-30 10:18:15,"sipp ,tpi saya blom dpet pkerjaan"
Nur Hasanah,5,2024-04-30 03:43:40,aplikasi nya mudah di gunakan dan lowongan kerja nya beragam.
Deny Anandara (Danar),5,2024-04-29 19:55:46,"Dari banyaknya aplikasi lowongan kerja, ini yang paling enak di pakai, penyedia lokernya juga banyak banget, walaupun masih kurang juga menurut saya dan yang paling the best : bisa chat hrd langsung lewat aplikasi tanpa harus banyar kayak aplikasi sebelah. recommended pokoknya"
Auto_69,5,2024-04-29 18:21:00,Sangat Membantu
Gunawan,5,2024-04-29 17:51:17,sangat baguss
Juan Felix,1,2024-04-29 16:15:17,"Min Admin, itu SSL lu punya situs benerin. Ga bisa dibuka di peramban jadinya."
Acha Mutiara intan,5,2024-04-29 11:28:34,Sangat bagus
anton iswanto,3,2024-04-29 11:07:02,ok coba ya
MARTINI S PATULUNG,4,2024-04-29 10:29:17,sangat mudah
Silvy Fitriani Yamin,5,2024-04-29 08:20:55,"sangat bagus aplikasi ini, sangat membantu untuk mendapatkan pekerjaan"
Firman Sopian,4,2024-04-29 06:54:07,sangat membantu sekali
acil iskandar,5,2024-04-29 06:00:14,kren bnget apklikasi nyh
Achmad Bilahmar,5,2024-04-29 05:26:13,bermanfaat sekali bagi yang butuh pekerjaan.
KeinarraCalista Ibrahim168,4,2024-04-29 05:20:41,bagus sangat membantu
Alpa Dilah,5,2024-04-29 04:46:58,Bagus banget
Siti Maisyarah,1,2024-04-29 04:34:08,bagus
Riza Irvan,1,2024-04-29 03:56:25,Tiap lamar perusahaannya sudah tutup lokernya.... Wkwkwkwk. Yg udah gda loker mah mending delete aja. Update yg baru... Jgn dipajang mulu
Syahroni Al,5,2024-04-29 01:35:19,oke
hajli sanjaya,5,2024-04-28 18:57:36,baik
Edy Hus,4,2024-04-28 15:22:47,sangat membantu
Hasanudin Hasan,5,2024-04-28 13:45:43,"ok juga tp tolong dong pakai bahasa Indonesi ,biar lebih jos"
Kamal ludin,1,2024-04-28 10:28:15,"Sangat Buruk, sudh banyak yang sya lamar dan posisi pekerjaan seuai bidang tidak satupun yg ada konfirmasi"
Ari Priyantoro,5,2024-04-28 07:59:12,sangat mendukung informasi tentang pekerjaan. saya sangat berharap mudah2 Allah swt memberikan jln lncar dlm hal pekerjaan. aamiin 🤲
Friskilla Hutabarat,5,2024-04-28 06:58:46,mantap
ari sutikno,5,2024-04-28 03:34:40,good
Yani Man,2,2024-04-27 20:07:56,semoga berkah
Delfianto,3,2024-04-27 14:18:12,Saya baru daftar di Glints Aplikasi ini cara nya mudah & simpel
Ahmad Ropi,5,2024-04-27 12:44:12,sangat membatu sekalii
Jhoe azz,1,2024-04-27 08:41:29,"Aplikasi sampah,,masa pengalaman admin lebih dr 10thn ditolak krn non pengalaman,padahan jelas2 di cv pengalaman saya pengalaman admin saya sudha kurang lebih 10 thn di bidang per'administrasian..konyoollllll"
Agustina Sri Setyowati,5,2024-04-27 08:16:35,bagus
sindi aulia,3,2024-04-27 08:07:26,"aga nga ngerti sihh kara maih sekolah trus ke banyakan nya yg harus ber pengalaman, jadi aga susah buat anak sekolah"
Ning Na'imatun Zahriyyah,3,2024-04-27 05:57:53,kalo udh dapet pendapatan relate nya baru ku kasih bintang 5 😍
Firhan Fadilah,3,2024-04-27 05:54:28,Overall udah bagus dari segi fitur Tapi blm pernah dapet panggilan 1 pun selama pakai apk ini.
Mulia 33,5,2024-04-27 04:07:25,bagus
Henriyana Pondalas,3,2024-04-27 03:17:25,lumayan membantu
uhti maulidya,1,2024-04-26 12:52:32,"saya baru saja hampir ketipu saya dpt undangan interview nama pt nya di apks PT EMG INTERNASIONAL pas dichat di wa katanya namanya baru diganti jadi PT RAJAWALI PERSADA pas mau interview dikasih alamatnya di ruko daerah alam sutra,ini aneh bgt katanya pt tpi ko interview di RUKO?? untuk apks ini tolong lebih teliti lagi asal usul perusahaanya disini banyak yg pgn kerja serius"
wildan febrian,5,2024-04-26 12:09:46,baik
siswanto bin ahmad,5,2024-04-26 09:40:47,Cukup membantu dlm mencari kerja Tp blm terbukti nihh sampai kerja.. semangatt. Bismilah pasti dapat
Toton Tons,4,2024-04-26 09:18:04,Ga ada yg bisa terima kah usia 46th
Deni Murdhani,5,2024-04-26 08:19:57,"good job, mudah aplikasi untuk masuknya."
INDAH,5,2024-04-26 07:13:31,"Akhirnya setelah beberapa pakai banyak aplikasi, pakai ini 6x lamar ada yang ngelirik juga. Terimakasih 🙏🏻"
Kiki Rizki,3,2024-04-26 06:58:49,Trnyata bener loh inform nya.. Cuman nyaranin aja buat pelamar cari lh informasi dari beberapa sumber yg terkait di perusahaan nya masing masing
lidya krisnawati,5,2024-04-26 06:44:52,bagus saya suka tpi harus nunggu 5 minggu baru bisa kerja
Winda Yanti,5,2024-04-26 05:02:27,sangat mudah digunakan
Dineu Yuliani,5,2024-04-26 04:50:42,oke
Dagul Selon,1,2024-04-26 03:20:44,blum on
Suryani S,1,2024-04-26 02:47:49,"Kenapa tidak bisa hapus akun ini? Selalu di sarankan hubungi glints, saya sdh hbgi tapi tidak di respon pihak ini. Ini saya lapor kemana medsos atau chat glints nya?"
Ma Thea,5,2024-04-25 19:11:43,good
Backut sabil,5,2024-04-25 13:19:23,Aplikasi yang sangat recomended untuk para pencari kerja. Aplikasinya bagus dan yang pasti sangat update
Ovan,5,2024-04-25 10:17:23,aplikasi kerja terbaik yg sy tahu ..bagus semoga bermanfaat untuk semua ..
Kurma Syar'i Makmur,5,2024-04-25 08:40:41,cepat
ato ajah,5,2024-04-25 07:45:39,sangat baik
Ronald Syafi'i,5,2024-04-25 07:12:33,good
I Gede Adinata Mares,5,2024-04-25 04:07:49,mantap
Juna 99,5,2024-04-25 03:58:06,"terimakasih,semoga bermanfaat"
Adit Tia,5,2024-04-25 03:39:30,bagus
jamal ludin,5,2024-04-25 03:20:01,bagus
Eka Gustiawan,4,2024-04-25 02:14:53,lumayan baik
Shokhih nurbilal16,5,2024-04-25 01:57:09,bagus
Anggayuh Santoso,5,2024-04-24 17:00:50,glints membantu saya dalam menemukan pekerjaan pokoknya the best lahhh
Nurfadillah Turiang djm,3,2024-04-24 14:25:43,beri bintang tiga karena baru pertama kali bergabung
Muhammad Tiean,4,2024-04-24 13:25:49,sangat membantu dalam proses mencari informasi
Nugraha Agus,4,2024-04-24 08:27:09,Sangat membantu 👍👍👍👍
ellys carnelis,5,2024-04-24 07:21:01,sangat mudah dan cepat sangat membantu
Restu Alexandria,2,2024-04-24 05:23:14,"blom pernah gua dapet kerjaan di aplikasi ini, aplikasi lain gua udah pernah dapet tapi ga gua terusin, parah bener ini aplikasi bener apa bohongan sih ini??? sekalinya ada interviu penipuan semua di suruh bayar di awal ya gua kaga mau lah orang gua niat kerja cari uang bukan ngeluarin uang"
Izmi,1,2024-04-24 05:22:21,"Banyak banget yg harus di kembangkan si, dari filter lokasi yang ga akurat padahal udah atur ke jakarta tapi yang nongol diluar Jakarta semua"
Shendy Setianto,5,2024-04-24 04:50:46,ok
Endrik Kurniawan,1,2024-04-24 03:20:25,blm dapet penghasilan bismillah smoga membantu
Didik Arianto,5,2024-04-24 03:10:24,Banyak lowongan
Nanang Setyobudi,5,2024-04-24 00:23:02,semoga bermanfaat untuk saya pencari kerja....
Ari Triana Ramadhania,5,2024-04-23 19:16:24,Sangat membantu
Peterus Satian,5,2024-04-23 12:38:12,Bagus sekali sangat bermanfaat dan membantu
Maulana Putra,5,2024-04-23 12:18:17,bagus
Cep Ardiansyah,5,2024-04-23 12:04:22,Mantap poko nya membantu banget buat cari loker
ocin wabula,5,2024-04-23 11:24:00,Sangat bagus
Mis Tarun,1,2024-04-23 10:48:15,bagus
dj alan Irul,2,2024-04-23 06:14:53,saya agak bngung
bowo nugroho,3,2024-04-23 05:56:02,lancar
Alfin Athari,4,2024-04-23 04:40:54,Sangat membantu
Ongky Xanderralex,4,2024-04-23 04:30:35,lagi cuba
jmjaee,1,2024-04-23 02:49:37,"Apakah ini harus tatap muka, datang gtu ke perusahaan nya?"
Rizka Hendra,5,2024-04-23 02:47:13,semoga ada yang keterima kerjaan saya
Galih Purnama,5,2024-04-23 01:01:07,sangat memuaskan
Esa Nugraha,4,2024-04-23 00:35:47,sangat membantu
m.adi saputra,5,2024-04-22 13:43:30,baik
